temperature,date,mois,wind_dire,wind_speed,id
21,"2018-03-22 17:00:00",38,从东南偏南方向吹来的风,4,415
14,"2018-03-22 11:00:00",68,从东南偏南方向吹来的风,1,416
11,"2018-03-22 08:00:00",79,从东南方吹来的风,2,417
11,"2018-03-22 05:00:00",77,从东方吹来的风,2,418
12,"2018-03-22 02:00:00",75,从东北偏东方向吹来的风,3,419
19,"2018-03-21 20:00:00",30,从西南方吹来的风,4,420
12,"2018-03-21 23:00:00",72,从东方吹来的风,3,421
22,"2018-03-21 14:00:00",24,从西南偏西方向吹来的风,5,422
23,"2018-03-21 17:00:00",22,从西南偏南方向吹来的风,3,423
18,"2018-03-21 11:00:00",55,从西南偏南方向吹来的风,3,424
9,"2018-03-21 08:00:00",91,从西南偏西方向吹来的风,2,425
8,"2018-03-21 05:00:00",89,从西南方吹来的风,1,426
10,"2018-03-21 02:00:00",62,从东北偏北方向吹来的风,1,427
15,"2018-03-20 23:00:00",48,从西南方吹来的风,2,428
22,"2018-03-20 14:00:00",33,从南方吹来的风,2,429
19,"2018-03-20 20:00:00",27,从西南偏南方向吹来的风,3,430
17,"2018-03-20 11:00:00",46,从东南偏南方向吹来的风,2,431
23,"2018-03-20 17:00:00",25,从东南偏南方向吹来的风,5,432
6,"2018-03-20 08:00:00",93,从西北方吹来的风,1,433
6,"2018-03-20 05:00:00",84,从西北方吹来的风,1,434
7,"2018-03-20 02:00:00",83,从北方吹来的风,1,435
20,"2018-03-19 17:00:00",30,从东南偏南方向吹来的风,3,436
9,"2018-03-19 23:00:00",79,从西南方吹来的风,2,437
13,"2018-03-19 20:00:00",53,从东北方吹来的风,1,438
20,"2018-03-19 14:00:00",33,从南方吹来的风,3,439
15,"2018-03-19 11:00:00",38,从西北偏西方向吹来的风,6,440
10,"2018-03-19 05:00:00",68,从西南偏南方向吹来的风,2,441
9,"2018-03-19 08:00:00",69,从西南方吹来的风,1,442
11,"2018-03-19 02:00:00",64,从西南方吹来的风,3,443
13,"2018-03-18 23:00:00",59,从西南方吹来的风,4,444
18,"2018-03-18 11:00:00",44,从西南偏西方向吹来的风,5,445
16,"2018-03-18 20:00:00",46,从西南偏西方向吹来的风,5,446
12,"2018-03-18 05:00:00",64,从西南方吹来的风,2,447
19,"2018-03-18 17:00:00",37,从西北偏西方向吹来的风,9,448
21,"2018-03-18 14:00:00",30,从西南方吹来的风,7,449
12,"2018-03-18 02:00:00",66,从西南偏南方向吹来的风,2,450
11,"2018-03-18 08:00:00",71,从西南方吹来的风,2,451
15,"2018-03-17 23:00:00",55,从西南偏南方向吹来的风,2,452
19,"2018-03-17 14:00:00",44,从南方吹来的风,3,453
16,"2018-03-17 20:00:00",54,从西南方吹来的风,3,454
17,"2018-03-17 11:00:00",54,从西南偏西方向吹来的风,4,455
19,"2018-03-17 17:00:00",46,从西南偏西方向吹来的风,6,456
10,"2018-03-17 08:00:00",91,无风,0,457
12,"2018-03-16 23:00:00",86,从西北偏西方向吹来的风,1,458
11,"2018-03-17 02:00:00",87,从西方吹来的风,2,459
9,"2018-03-17 05:00:00",92,从西北偏北方向吹来的风,2,460
14,"2018-03-16 20:00:00",75,从西方吹来的风,5,461
19,"2018-03-16 17:00:00",39,从西南方吹来的风,7,462
20,"2018-03-16 14:00:00",37,从西南方吹来的风,4,463
9,"2018-03-16 05:00:00",79,从西南偏南方向吹来的风,1,464
10,"2018-03-16 02:00:00",70,无风,0,465
18,"2018-03-16 11:00:00",48,从东南偏南方向吹来的风,4,466
9,"2018-03-16 08:00:00",82,从西南方吹来的风,1,467
15,"2018-03-15 23:00:00",54,从东南偏南方向吹来的风,3,468
18,"2018-03-15 20:00:00",36,从西南偏南方向吹来的风,3,469
21,"2018-03-15 14:00:00",33,从南方吹来的风,3,470
22,"2018-03-15 17:00:00",25,从西南偏南方向吹来的风,2,471
7,"2018-03-15 08:00:00",94,无风,0,472
8,"2018-03-15 05:00:00",85,从南方吹来的风,1,473
17,"2018-03-15 11:00:00",49,从西南偏南方向吹来的风,2,474
11,"2018-03-15 02:00:00",67,从西方吹来的风,2,475
15,"2018-03-14 23:00:00",47,从西南偏西方向吹来的风,4,476
18,"2018-03-14 20:00:00",31,从西南偏南方向吹来的风,3,477
20,"2018-03-14 17:00:00",30,从南方吹来的风,3,478
16,"2018-03-14 11:00:00",41,从西南方吹来的风,4,479
20,"2018-03-14 14:00:00",30,从南方吹来的风,5,480
9,"2018-03-14 08:00:00",67,从西方吹来的风,2,481
9,"2018-03-14 05:00:00",68,从西南偏西方向吹来的风,2,482
16,"2018-03-13 20:00:00",44,从西南方吹来的风,2,483
9,"2018-03-14 02:00:00",69,从南方吹来的风,2,484
13,"2018-03-13 23:00:00",53,从西南偏西方向吹来的风,4,485
16,"2018-03-13 11:00:00",40,从西南方吹来的风,5,486
9,"2018-03-13 08:00:00",76,从西南方吹来的风,3,487
19,"2018-03-13 17:00:00",32,从西南偏西方向吹来的风,4,488
18,"2018-03-13 14:00:00",33,从西南方吹来的风,4,489
7,"2018-03-13 05:00:00",85,从西南方吹来的风,1,490
8,"2018-03-13 02:00:00",81,从东方吹来的风,1,491
13,"2018-03-12 23:00:00",50,从西南偏西方向吹来的风,2,492
16,"2018-03-12 20:00:00",39,从西南偏南方向吹来的风,3,493
21,"2018-03-12 14:00:00",30,从西南方吹来的风,7,494
11,"2018-03-12 08:00:00",84,从西南偏南方向吹来的风,2,495
20,"2018-03-12 17:00:00",31,从西南方吹来的风,5,496
9,"2018-03-12 05:00:00",87,从西南偏南方向吹来的风,1,497
16,"2018-03-12 11:00:00",59,从南方吹来的风,2,498
10,"2018-03-12 02:00:00",86,从西南偏南方向吹来的风,1,499
12,"2018-03-11 23:00:00",64,从南方吹来的风,1,500
17,"2018-03-11 20:00:00",45,从西南偏南方向吹来的风,4,501
19,"2018-03-11 17:00:00",41,从西北方吹来的风,6,502
19,"2018-03-11 14:00:00",31,从西南偏西方向吹来的风,6,503
6,"2018-03-11 05:00:00",96,从西北偏北方向吹来的风,1,504
7,"2018-03-11 08:00:00",97,从北方吹来的风,1,505
15,"2018-03-11 11:00:00",61,从西南偏南方向吹来的风,4,506
10,"2018-03-11 02:00:00",84,从西南偏西方向吹来的风,2,507
14,"2018-03-10 20:00:00",60,从西南方吹来的风,4,508
12,"2018-03-10 23:00:00",74,从西南方吹来的风,2,509
10,"2018-03-10 08:00:00",79,从西南方吹来的风,1,510
18,"2018-03-10 17:00:00",45,从西南方吹来的风,5,511
13,"2018-03-10 11:00:00",68,从西南方吹来的风,4,512
16,"2018-03-10 14:00:00",54,从西南方吹来的风,6,513
10,"2018-03-10 05:00:00",78,从西南偏南方向吹来的风,1,514
12,"2018-03-10 02:00:00",68,从东南偏南方向吹来的风,2,515
12,"2018-03-09 23:00:00",67,从南方吹来的风,3,516
13,"2018-03-09 20:00:00",55,从东南偏南方向吹来的风,2,517
14,"2018-03-09 14:00:00",42,从东南偏南方向吹来的风,2,518
8,"2018-03-09 08:00:00",67,从东方吹来的风,3,519
17,"2018-03-09 17:00:00",41,从东南方吹来的风,3,520
8,"2018-03-09 05:00:00",69,从东南偏东方向吹来的风,3,521
10,"2018-03-09 11:00:00",57,从南方吹来的风,3,522
9,"2018-03-09 02:00:00",66,从东方吹来的风,4,523
11,"2018-03-08 23:00:00",61,从东南偏东方向吹来的风,2,524
16,"2018-03-08 17:00:00",37,从东南方吹来的风,4,525
11,"2018-03-08 20:00:00",55,从西北偏西方向吹来的风,1,526
14,"2018-03-08 14:00:00",39,从西南方吹来的风,2,527
11,"2018-03-08 11:00:00",41,从东方吹来的风,3,528
7,"2018-03-08 08:00:00",58,从东南偏东方向吹来的风,3,529
8,"2018-03-08 05:00:00",62,从东方吹来的风,3,530
12,"2018-03-07 23:00:00",54,从东北方吹来的风,4,531
9,"2018-03-08 02:00:00",60,从东北方吹来的风,5,532
17,"2018-03-07 20:00:00",35,从西南偏南方向吹来的风,1,533
22,"2018-03-07 17:00:00",25,从西南偏西方向吹来的风,5,534
18,"2018-03-07 11:00:00",42,从西南方吹来的风,3,535
21,"2018-03-07 14:00:00",28,从西南偏西方向吹来的风,5,536
9,"2018-03-07 08:00:00",81,从西北偏西方向吹来的风,1,537
11,"2018-03-07 05:00:00",72,从西南偏西方向吹来的风,2,538
13,"2018-03-07 02:00:00",61,从西南方吹来的风,2,539
14,"2018-03-06 23:00:00",54,从西南偏南方向吹来的风,2,540
17,"2018-03-06 20:00:00",49,从西方吹来的风,5,541
22,"2018-03-06 14:00:00",25,从西南偏西方向吹来的风,6,542
22,"2018-03-06 17:00:00",25,从西南方吹来的风,4,543
19,"2018-03-06 11:00:00",34,从西南方吹来的风,5,544
9,"2018-03-06 08:00:00",73,无风,0,545
12,"2018-03-06 05:00:00",59,从西南偏西方向吹来的风,3,546
13,"2018-03-06 02:00:00",54,从西南偏西方向吹来的风,3,547
14,"2018-03-05 23:00:00",50,从西方吹来的风,1,548
20,"2018-03-05 20:00:00",23,从西南方吹来的风,3,549
24,"2018-03-05 17:00:00",21,从西方吹来的风,4,550
23,"2018-03-05 14:00:00",24,从西南偏西方向吹来的风,5,551
11,"2018-03-05 02:00:00",67,从西南偏西方向吹来的风,2,552
9,"2018-03-05 08:00:00",68,从西南方吹来的风,2,553
18,"2018-03-05 11:00:00",37,从西南偏西方向吹来的风,6,554
11,"2018-03-05 05:00:00",65,从西南偏西方向吹来的风,2,555
17,"2018-03-04 20:00:00",43,从西南方吹来的风,2,556
20,"2018-03-04 14:00:00",37,从西南偏西方向吹来的风,8,557
21,"2018-03-04 17:00:00",36,从西南偏西方向吹来的风,7,558
10,"2018-03-04 23:00:00",72,从西南偏西方向吹来的风,2,559
17,"2018-03-04 11:00:00",44,从西南偏西方向吹来的风,7,560
9,"2018-03-04 02:00:00",85,从西南方吹来的风,2,561
8,"2018-03-04 05:00:00",85,从北方吹来的风,1,562
10,"2018-03-04 08:00:00",66,从西南偏南方向吹来的风,1,563
10,"2018-03-03 23:00:00",82,从西南方吹来的风,3,564
21,"2018-03-03 17:00:00",28,从西南偏西方向吹来的风,4,565
16,"2018-03-03 20:00:00",42,从西方吹来的风,5,566
22,"2018-03-03 14:00:00",24,从西南方吹来的风,7,567
10,"2018-03-03 05:00:00",72,无风,0,568
14,"2018-03-03 02:00:00",52,从西南方吹来的风,3,569
19,"2018-03-03 11:00:00",37,从西南偏西方向吹来的风,5,570
9,"2018-03-03 08:00:00",79,从西方吹来的风,1,571
22,"2018-03-02 17:00:00",27,从西南偏西方向吹来的风,7,572
22,"2018-03-02 14:00:00",30,从西南偏西方向吹来的风,6,573
19,"2018-03-02 20:00:00",34,从西南方吹来的风,2,574
16,"2018-03-02 23:00:00",43,从西南方吹来的风,3,575
11,"2018-03-02 05:00:00",58,从西方吹来的风,1,576
11,"2018-03-02 02:00:00",60,从西方吹来的风,1,577
18,"2018-03-02 11:00:00",34,从西南方吹来的风,4,578
8,"2018-03-02 08:00:00",72,从东北偏东方向吹来的风,1,579
16,"2018-03-01 23:00:00",44,从西南偏西方向吹来的风,2,580
23,"2018-03-01 14:00:00",23,从西南方吹来的风,5,581
23,"2018-03-01 17:00:00",22,从西南方吹来的风,4,582
19,"2018-03-01 20:00:00",31,从西南偏南方向吹来的风,2,583
9,"2018-03-01 08:00:00",72,从西方吹来的风,2,584
17,"2018-03-01 11:00:00",40,从西南方吹来的风,6,585
11,"2018-03-01 05:00:00",62,从西南偏西方向吹来的风,1,586
10,"2018-03-01 02:00:00",77,从西北方吹来的风,1,587
22,"2018-02-28 14:00:00",28,从东南方吹来的风,3,588
13,"2018-02-28 23:00:00",51,从南方吹来的风,1,589
24,"2018-02-28 17:00:00",13,从西南方吹来的风,7,590
19,"2018-02-28 20:00:00",30,从南方吹来的风,4,591
17,"2018-02-28 11:00:00",40,从西南偏南方向吹来的风,3,592
8,"2018-02-28 08:00:00",68,从西北偏西方向吹来的风,2,593
9,"2018-02-28 05:00:00",61,从西南偏西方向吹来的风,1,594
11,"2018-02-28 02:00:00",51,从西南方吹来的风,2,595
16,"2018-02-27 20:00:00",37,从西南偏西方向吹来的风,2,596
20,"2018-02-27 17:00:00",26,从西南方吹来的风,7,597
20,"2018-02-27 14:00:00",25,从西南偏西方向吹来的风,6,598
13,"2018-02-27 23:00:00",49,从西南偏西方向吹来的风,2,599
12,"2018-02-27 02:00:00",63,从西南偏西方向吹来的风,2,600
14,"2018-02-27 11:00:00",59,从西南偏西方向吹来的风,4,601
12,"2018-02-27 08:00:00",60,从西北方吹来的风,4,602
10,"2018-02-27 05:00:00",71,从西南方吹来的风,1,603
17,"2018-02-26 20:00:00",40,从西南方吹来的风,4,604
21,"2018-02-26 17:00:00",26,从西南方吹来的风,5,605
21,"2018-02-26 14:00:00",31,从西南偏西方向吹来的风,6,606
13,"2018-02-26 23:00:00",59,从西南偏西方向吹来的风,1,607
16,"2018-02-26 11:00:00",47,从西南方吹来的风,5,608
6,"2018-02-26 05:00:00",88,从西方吹来的风,1,609
8,"2018-02-26 02:00:00",75,从西北偏西方向吹来的风,1,610
7,"2018-02-26 08:00:00",87,从西北偏西方向吹来的风,1,611
13,"2018-02-25 23:00:00",52,从西南方吹来的风,3,612
19,"2018-02-25 14:00:00",29,从东南方吹来的风,2,613
17,"2018-02-25 20:00:00",33,从南方吹来的风,3,614
21,"2018-02-25 17:00:00",22,从南方吹来的风,3,615
9,"2018-02-25 05:00:00",61,从西南偏西方向吹来的风,2,616
16,"2018-02-25 11:00:00",39,从南方吹来的风,2,617
4,"2018-02-25 08:00:00",85,从西北方吹来的风,1,618
8,"2018-02-25 02:00:00",71,从西北偏西方向吹来的风,2,619
16,"2018-02-24 20:00:00",37,从西南偏西方向吹来的风,3,620
12,"2018-02-24 23:00:00",58,从西南方吹来的风,1,621
20,"2018-02-24 14:00:00",26,从西南偏西方向吹来的风,4,622
20,"2018-02-24 17:00:00",26,从西南偏西方向吹来的风,6,623
11,"2018-02-24 05:00:00",56,从西南方吹来的风,3,624
12,"2018-02-24 02:00:00",53,从西南方吹来的风,2,625
5,"2018-02-24 08:00:00",88,从东北偏东方向吹来的风,1,626
17,"2018-02-24 11:00:00",34,从西南方吹来的风,4,627
14,"2018-02-23 23:00:00",45,从西南方吹来的风,4,628
19,"2018-02-23 17:00:00",30,从西南方吹来的风,6,629
16,"2018-02-23 20:00:00",36,从西南方吹来的风,4,630
20,"2018-02-23 14:00:00",27,从西南偏西方向吹来的风,7,631
7,"2018-02-23 02:00:00",77,从东南偏东方向吹来的风,2,632
14,"2018-02-23 11:00:00",59,从东南偏南方向吹来的风,4,633
4,"2018-02-23 08:00:00",94,从西南方吹来的风,1,634
6,"2018-02-23 05:00:00",86,从东南偏东方向吹来的风,1,635
10,"2018-02-22 23:00:00",63,从东南方吹来的风,2,636
22,"2018-02-22 17:00:00",19,从西南偏西方向吹来的风,3,637
20,"2018-02-22 14:00:00",23,从西南偏南方向吹来的风,3,638
17,"2018-02-22 20:00:00",30,从西南偏南方向吹来的风,3,639
16,"2018-02-22 11:00:00",35,从东南偏南方向吹来的风,1,640
5,"2018-02-22 08:00:00",81,无风,0,641
12,"2018-02-22 02:00:00",53,从西方吹来的风,3,642
5,"2018-02-22 05:00:00",86,从西北偏北方向吹来的风,1,643
14,"2018-02-21 23:00:00",38,从西南方吹来的风,2,644
21,"2018-02-21 17:00:00",21,从西南方吹来的风,5,645
17,"2018-02-21 20:00:00",29,从西南方吹来的风,4,646
20,"2018-02-21 14:00:00",24,从西南方吹来的风,4,647
7,"2018-02-21 05:00:00",75,无风,0,648
9,"2018-02-21 08:00:00",71,从西北偏西方向吹来的风,3,649
9,"2018-02-21 02:00:00",62,从西南偏南方向吹来的风,1,650
17,"2018-02-21 11:00:00",33,从西南方吹来的风,6,651
8,"2018-02-20 23:00:00",66,无风,0,652
17,"2018-02-20 20:00:00",31,从西南偏南方向吹来的风,2,653
22,"2018-02-20 17:00:00",23,从西南方吹来的风,3,654
20,"2018-02-20 14:00:00",25,从西南方吹来的风,5,655
17,"2018-02-20 11:00:00",38,从西南方吹来的风,4,656
6,"2018-02-20 08:00:00",88,从西方吹来的风,2,657
4,"2018-02-20 05:00:00",88,从南方吹来的风,1,658
9,"2018-02-20 02:00:00",69,从西方吹来的风,2,659
19,"2018-02-19 14:00:00",27,从西南方吹来的风,4,660
16,"2018-02-19 20:00:00",37,从南方吹来的风,4,661
20,"2018-02-19 17:00:00",24,从西南方吹来的风,5,662
13,"2018-02-19 23:00:00",47,从西南偏南方向吹来的风,1,663
5,"2018-02-19 05:00:00",89,无风,0,664
16,"2018-02-19 11:00:00",38,从西南方吹来的风,3,665
9,"2018-02-19 02:00:00",69,无风,0,666
4,"2018-02-19 08:00:00",91,无风,0,667
21,"2018-02-18 14:00:00",25,从西南偏西方向吹来的风,7,668
20,"2018-02-18 17:00:00",23,从西南偏西方向吹来的风,7,669
13,"2018-02-18 23:00:00",49,从西南偏西方向吹来的风,2,670
17,"2018-02-18 20:00:00",34,从西南偏南方向吹来的风,4,671
16,"2018-02-18 11:00:00",43,从南方吹来的风,3,672
4,"2018-02-18 08:00:00",86,无风,0,673
10,"2018-02-18 02:00:00",61,从西南偏西方向吹来的风,2,674
9,"2018-02-18 05:00:00",63,从西南偏西方向吹来的风,3,675
22,"2018-02-17 14:00:00",20,从西南偏南方向吹来的风,5,676
17,"2018-02-17 20:00:00",32,从南方吹来的风,2,677
22,"2018-02-17 17:00:00",16,从西南方吹来的风,7,678
12,"2018-02-17 23:00:00",51,从西南偏西方向吹来的风,3,679
16,"2018-02-17 11:00:00",38,从西南偏南方向吹来的风,7,680
12,"2018-02-17 02:00:00",41,从西方吹来的风,2,681
8,"2018-02-17 05:00:00",57,从西方吹来的风,1,682
8,"2018-02-17 08:00:00",64,从西北偏西方向吹来的风,2,683
11,"2018-02-16 23:00:00",39,从西南偏南方向吹来的风,1,684
20,"2018-02-16 14:00:00",30,从南方吹来的风,4,685
11,"2018-02-16 20:00:00",42,从西南偏西方向吹来的风,2,686
21,"2018-02-16 17:00:00",13,从东南偏南方向吹来的风,4,687
9,"2018-02-16 05:00:00",54,从西北偏西方向吹来的风,2,688
6,"2018-02-16 08:00:00",72,从西北偏北方向吹来的风,2,689
14,"2018-02-16 11:00:00",38,从西北偏北方向吹来的风,1,690
7,"2018-02-16 02:00:00",59,从东北偏北方向吹来的风,1,691
15,"2018-02-15 20:00:00",27,从西南方吹来的风,4,692
10,"2018-02-15 23:00:00",44,无风,0,693
18,"2018-02-15 14:00:00",32,从西方吹来的风,8,694
18,"2018-02-15 17:00:00",21,从西南偏西方向吹来的风,9,695
16,"2018-02-15 11:00:00",37,从西南偏西方向吹来的风,8,696
11,"2018-02-15 05:00:00",50,从西南方吹来的风,3,697
14,"2018-02-15 02:00:00",44,从西南方吹来的风,2,698
10,"2018-02-15 08:00:00",51,从西南方吹来的风,2,699
15,"2018-02-14 23:00:00",40,从西南偏南方向吹来的风,2,700
22,"2018-02-14 17:00:00",25,从西南偏西方向吹来的风,9,701
21,"2018-02-14 14:00:00",29,从西南偏西方向吹来的风,8,702
18,"2018-02-14 20:00:00",35,从西南偏西方向吹来的风,5,703
10,"2018-02-14 08:00:00",69,从西南偏南方向吹来的风,3,704
16,"2018-02-14 11:00:00",40,从西南方吹来的风,6,705
12,"2018-02-14 02:00:00",65,从西南方吹来的风,2,706
11,"2018-02-14 05:00:00",67,从西南方吹来的风,3,707
22,"2018-02-13 17:00:00",24,从西南方吹来的风,6,708
22,"2018-02-13 14:00:00",21,从西南方吹来的风,5,709
17,"2018-02-13 20:00:00",38,从西南方吹来的风,3,710
14,"2018-02-13 23:00:00",56,从西南偏南方向吹来的风,4,711
4,"2018-02-13 08:00:00",92,无风,0,712
16,"2018-02-13 11:00:00",42,从西南方吹来的风,5,713
9,"2018-02-13 02:00:00",78,从西南方吹来的风,2,714
7,"2018-02-13 05:00:00",91,从西南方吹来的风,2,715
19,"2018-02-12 17:00:00",24,从西南偏南方向吹来的风,3,716
10,"2018-02-12 23:00:00",74,从西方吹来的风,1,717
15,"2018-02-12 20:00:00",42,从南方吹来的风,3,718
17,"2018-02-12 14:00:00",43,从东南偏南方向吹来的风,4,719
12,"2018-02-12 11:00:00",68,从南方吹来的风,4,720
3,"2018-02-12 02:00:00",90,无风,0,721
3,"2018-02-12 08:00:00",97,从西方吹来的风,1,722
3,"2018-02-12 05:00:00",95,从西北偏北方向吹来的风,1,723
19,"2018-02-11 17:00:00",25,从西南方吹来的风,4,724
14,"2018-02-11 20:00:00",37,从西南方吹来的风,3,725
19,"2018-02-11 14:00:00",19,从西南方吹来的风,4,726
6,"2018-02-11 23:00:00",72,无风,0,727
14,"2018-02-11 11:00:00",36,从西南偏南方向吹来的风,5,728
6,"2018-02-11 08:00:00",70,从西南方吹来的风,3,729
4,"2018-02-11 05:00:00",85,无风,0,730
4,"2018-02-11 02:00:00",89,无风,0,731
7,"2018-02-10 23:00:00",70,无风,0,732
14,"2018-02-10 20:00:00",41,从西南方吹来的风,3,733
17,"2018-02-10 14:00:00",30,从西南偏西方向吹来的风,10,734
17,"2018-02-10 17:00:00",32,从西南偏西方向吹来的风,5,735
13,"2018-02-10 11:00:00",45,从西南偏西方向吹来的风,4,736
11,"2018-02-10 05:00:00",48,从西南偏西方向吹来的风,3,737
11,"2018-02-10 02:00:00",46,从西南方吹来的风,3,738
11,"2018-02-10 08:00:00",45,从西南偏西方向吹来的风,6,739
12,"2018-02-09 23:00:00",46,从西南方吹来的风,3,740
18,"2018-02-09 14:00:00",30,从西南偏西方向吹来的风,4,741
15,"2018-02-09 20:00:00",38,从西南偏南方向吹来的风,5,742
19,"2018-02-09 17:00:00",27,从西南方吹来的风,8,743
14,"2018-02-09 11:00:00",38,从西方吹来的风,7,744
11,"2018-02-09 02:00:00",60,从西南方吹来的风,4,745
8,"2018-02-09 08:00:00",63,从西南方吹来的风,3,746
10,"2018-02-09 05:00:00",56,从西南偏西方向吹来的风,4,747
14,"2018-02-08 20:00:00",51,从西南方吹来的风,5,748
11,"2018-02-08 23:00:00",60,从西南方吹来的风,3,749
15,"2018-02-08 14:00:00",45,从西南偏西方向吹来的风,5,750
16,"2018-02-08 17:00:00",43,从西南偏西方向吹来的风,7,751
3,"2018-02-08 11:00:00",95,无风,0,752
1,"2018-02-08 05:00:00",94,从东南偏东方向吹来的风,1,753
1,"2018-02-08 08:00:00",96,无风,0,754
1,"2018-02-08 02:00:00",95,从东南偏东方向吹来的风,2,755
2,"2018-02-07 23:00:00",92,从东南偏东方向吹来的风,2,756
4,"2018-02-07 17:00:00",80,从东南偏东方向吹来的风,3,757
4,"2018-02-07 14:00:00",83,从东北偏东方向吹来的风,2,758
3,"2018-02-07 20:00:00",86,从东方吹来的风,2,759
4,"2018-02-07 02:00:00",86,从东南方吹来的风,2,760
3,"2018-02-07 05:00:00",89,从东方吹来的风,2,761
3,"2018-02-07 11:00:00",87,从东北偏东方向吹来的风,3,762
3,"2018-02-07 08:00:00",90,从东北偏东方向吹来的风,2,763
5,"2018-02-06 23:00:00",84,从东北偏东方向吹来的风,2,764
6,"2018-02-06 20:00:00",86,从东南偏南方向吹来的风,3,765
5,"2018-02-06 14:00:00",82,从东南偏南方向吹来的风,2,766
9,"2018-02-06 17:00:00",69,从东南偏南方向吹来的风,2,767
2,"2018-02-06 11:00:00",88,无风,0,768
1,"2018-02-06 08:00:00",95,从南方吹来的风,1,769
0,"2018-02-06 05:00:00",96,从东南偏东方向吹来的风,1,770
0,"2018-02-06 02:00:00",93,从东方吹来的风,2,771
1,"2018-02-05 23:00:00",82,从东方吹来的风,1,772
1,"2018-02-05 20:00:00",74,从东南偏东方向吹来的风,2,773
0,"2018-02-05 14:00:00",70,从东南偏东方向吹来的风,2,774
1,"2018-02-05 17:00:00",67,从东南偏南方向吹来的风,1,775
-1,"2018-02-05 11:00:00",79,从东北偏东方向吹来的风,2,776
0,"2018-02-05 02:00:00",82,从东方吹来的风,3,777
-1,"2018-02-05 08:00:00",86,从东北偏东方向吹来的风,3,778
-1,"2018-02-05 05:00:00",89,从东北偏东方向吹来的风,3,779
2,"2018-02-04 20:00:00",87,从东北偏东方向吹来的风,3,780
2,"2018-02-04 17:00:00",86,从东方吹来的风,2,781
2,"2018-02-04 23:00:00",90,从东南偏东方向吹来的风,3,782
2,"2018-02-04 14:00:00",87,从东方吹来的风,3,783
2,"2018-02-04 11:00:00",87,从东方吹来的风,2,784
2,"2018-02-04 08:00:00",91,从东方吹来的风,2,785
2,"2018-02-04 02:00:00",95,从东北偏东方向吹来的风,1,786
2,"2018-02-04 05:00:00",95,从东北偏东方向吹来的风,1,787
3,"2018-02-03 20:00:00",80,从东方吹来的风,1,788
2,"2018-02-03 17:00:00",84,从东南方吹来的风,1,789
3,"2018-02-03 23:00:00",84,从东北方吹来的风,1,790
1,"2018-02-03 14:00:00",77,从东南方吹来的风,1,791
-1,"2018-02-03 11:00:00",87,从东北偏东方向吹来的风,1,792
-2,"2018-02-03 08:00:00",90,从东南偏东方向吹来的风,2,793
-2,"2018-02-03 05:00:00",82,从东北偏东方向吹来的风,2,794
-2,"2018-02-03 02:00:00",79,从东北偏东方向吹来的风,2,795
-1,"2018-02-02 17:00:00",73,从东北偏东方向吹来的风,4,796
-1,"2018-02-02 14:00:00",71,从东北偏东方向吹来的风,5,797
-1,"2018-02-02 23:00:00",75,从东北偏东方向吹来的风,2,798
-2,"2018-02-02 20:00:00",73,从东方吹来的风,2,799
1,"2018-02-02 08:00:00",73,从东北方吹来的风,5,800
8,"2018-02-02 02:00:00",79,从东南方吹来的风,1,801
-1,"2018-02-02 11:00:00",71,从东北偏东方向吹来的风,5,802
3,"2018-02-02 05:00:00",73,从东北偏东方向吹来的风,5,803
9,"2018-02-01 20:00:00",62,从南方吹来的风,3,804
8,"2018-02-01 23:00:00",76,从东南方吹来的风,2,805
11,"2018-02-01 17:00:00",53,从西南方吹来的风,4,806
12,"2018-02-01 14:00:00",50,从西南方吹来的风,4,807
5,"2018-02-01 11:00:00",75,从南方吹来的风,1,808
3,"2018-02-01 08:00:00",77,从西南方吹来的风,2,809
3,"2018-02-01 02:00:00",70,从东南偏东方向吹来的风,2,810
3,"2018-02-01 05:00:00",78,从西南偏南方向吹来的风,1,811
4,"2018-01-31 23:00:00",66,从东南偏东方向吹来的风,2,812
4,"2018-01-31 20:00:00",66,从南方吹来的风,1,813
3,"2018-01-31 14:00:00",54,从东北偏东方向吹来的风,3,814
5,"2018-01-31 17:00:00",55,从东南偏南方向吹来的风,3,815
1,"2018-01-31 08:00:00",72,从东北偏东方向吹来的风,6,816
3,"2018-01-31 05:00:00",73,从东北偏东方向吹来的风,5,817
0,"2018-01-31 11:00:00",63,从东方吹来的风,5,818
5,"2018-01-31 02:00:00",76,从东北方吹来的风,3,819
13,"2018-01-30 20:00:00",33,从西南偏南方向吹来的风,3,820
15,"2018-01-30 14:00:00",27,从西南方吹来的风,6,821
16,"2018-01-30 17:00:00",26,从西南方吹来的风,6,822
4,"2018-01-30 23:00:00",79,从西南偏南方向吹来的风,1,823
4,"2018-01-30 05:00:00",82,无风,0,824
4,"2018-01-30 08:00:00",83,无风,0,825
4,"2018-01-30 02:00:00",82,从东方吹来的风,2,826
9,"2018-01-30 11:00:00",66,从东南方吹来的风,2,827
3,"2018-01-29 23:00:00",82,从东方吹来的风,2,828
6,"2018-01-29 20:00:00",73,从东南方吹来的风,3,829
12,"2018-01-29 14:00:00",54,从东南偏东方向吹来的风,3,830
12,"2018-01-29 17:00:00",53,从东南偏南方向吹来的风,3,831
7,"2018-01-29 11:00:00",68,从东方吹来的风,2,832
3,"2018-01-29 08:00:00",82,从东方吹来的风,2,833
4,"2018-01-29 05:00:00",75,从东北偏东方向吹来的风,2,834
